TransactionAmount,BankName,BIN,Location,DeviceID,Timestamp,IsFraud
114.76,Bank of America,410000,Lauraville,device_86,2025-05-15 23:05:41,0
27.7,Citibank,420000,Lisaton,device_16,2025-02-23 22:29:14,0
125.16,Capital One,430000,Jonathanhaven,device_88,2025-03-17 20:55:33,0
172.9,Wells Fargo,430000,Paulmouth,device_65,2025-03-13 10:41:35,0
162.94,Citibank,410000,East Brandonside,device_15,2025-01-26 01:20:41,0
80.41,Bank of America,410000,Parkertown,device_20,2025-02-22 20:56:48,0
73.43,Bank of America,410000,Isaacville,device_7,2025-01-18 09:03:04,0
15.42,Wells Fargo,430000,Nathanielburgh,device_77,2025-02-11 00:49:02,0
149.32,Citibank,430000,East Donnaview,device_38,2025-05-19 05:50:39,0
31.66,Bank of America,430000,North Robert,device_32,2025-02-21 16:19:55,0
68.66,Capital One,410000,Lynchside,device_32,2025-03-27 22:49:35,0
33.45,Bank of America,420000,West Lauraton,device_90,2025-04-12 08:12:42,0
14.37,Citibank,410000,Lake Julia,device_61,2025-05-22 23:44:48,0
99.31,Bank of America,440000,Andrewton,device_79,2025-04-10 23:56:27,0
5.59,Capital One,410000,New Brendachester,device_30,2025-02-14 20:21:45,0
138.09,Citibank,400000,Butlershire,device_36,2025-05-15 14:17:21,0
38.21,Chase,430000,New William,device_3,2025-04-12 17:54:18,0
0.01,Bank of America,400000,West Sarah,device_49,2025-04-02 06:28:08,0
71.57,Wells Fargo,410000,West Edward,device_29,2025-05-08 13:44:25,0
4.8,Citibank,400000,Port Lindsey,device_66,2025-05-06 04:47:45,0
32.32,Bank of America,420000,Phyllisfurt,device_15,2025-03-09 02:28:51,0
122.75,Wells Fargo,420000,Robertsontown,device_92,2025-03-26 14:26:30,0
6.47,Wells Fargo,400000,Rowlandmouth,device_3,2025-03-12 10:45:27,1
182.85,Wells Fargo,410000,Patrickchester,device_37,2025-01-15 22:10:21,0
0.38,Capital One,400000,South Danielfurt,device_56,2025-01-19 19:59:18,0
28.35,Citibank,420000,East Herbert,device_43,2025-03-09 04:07:39,0
135.06,Bank of America,400000,Kennethton,device_88,2025-03-20 01:47:44,0
38.02,Chase,420000,South Edwardtown,device_47,2025-05-13 10:12:47,0
10.75,Wells Fargo,440000,Dennisville,device_68,2025-01-14 03:54:11,0
44.67,Chase,420000,Thomasport,device_27,2025-03-26 05:42:54,0
31.52,Bank of America,400000,Lake Donaldhaven,device_17,2025-05-07 02:08:38,0
184.97,Capital One,400000,Dwaynemouth,device_6,2025-05-04 22:24:28,0
37.59,Chase,410000,Lake Jennifer,device_91,2025-01-23 04:26:19,0
155.56,Bank of America,400000,Cortezport,device_70,2025-01-31 02:21:00,0
222.44,Wells Fargo,430000,North Anthony,device_98,2025-05-03 16:13:56,0
56.88,Chase,400000,North Thomas,device_17,2025-03-15 17:52:31,0
240.73,Capital One,420000,Stephaniefort,device_98,2025-03-31 09:00:12,0
47.37,Capital One,420000,Port Crystalburgh,device_47,2025-05-23 11:11:16,0
332.64,Bank of America,430000,West Shannon,device_9,2025-05-06 22:36:38,0
9.35,Capital One,440000,Brittanyburgh,device_3,2025-01-22 21:49:42,0
116.16,Wells Fargo,410000,Camposberg,device_38,2025-02-14 01:01:52,1
68.09,Chase,430000,Davistown,device_64,2025-03-15 22:29:07,0
49.04,Capital One,400000,Port Jordan,device_22,2025-01-26 03:38:25,0
100.16,Capital One,430000,Greermouth,device_72,2025-01-10 21:02:56,0
121.69,Citibank,440000,North Sonyachester,device_35,2025-03-26 18:31:00,0
0.44,Bank of America,410000,West Teresamouth,device_74,2025-05-09 20:37:34,0
18.27,Bank of America,440000,Peterchester,device_59,2025-01-09 13:35:34,0
124.84,Capital One,420000,South Barbaraview,device_39,2025-01-24 19:43:04,0
109.78,Wells Fargo,420000,Jeanneborough,device_71,2025-01-13 07:26:38,0
338.28,Chase,400000,New Kevinborough,device_69,2025-01-26 11:15:28,0
143.14,Bank of America,410000,North Donaldtown,device_36,2025-03-26 13:27:54,0
301.13,Wells Fargo,400000,South Stevenberg,device_83,2025-01-30 07:41:32,0
121.25,Chase,440000,Port Benjamin,device_3,2025-01-24 07:16:04,1
35.39,Wells Fargo,420000,Hodgehaven,device_11,2025-04-29 01:30:27,0
11.13,Capital One,420000,Katieton,device_93,2025-03-29 18:15:45,0
152.25,Capital One,420000,New James,device_42,2025-01-17 23:01:03,0
103.32,Bank of America,420000,Castroville,device_29,2025-01-12 16:04:15,0
4.94,Wells Fargo,410000,Lesliebury,device_33,2025-01-10 09:50:00,0
44.64,Capital One,440000,Teresaburgh,device_14,2025-03-30 03:47:55,0
314.19,Citibank,420000,West Glenn,device_81,2025-05-12 10:57:12,0
69.39,Capital One,410000,South Melissa,device_57,2025-03-28 15:51:11,0
56.69,Wells Fargo,410000,North Nathanbury,device_75,2025-05-05 09:14:32,0
61.19,Citibank,410000,Deborahberg,device_58,2025-04-01 05:21:00,0
23.43,Citibank,420000,New Meganburgh,device_19,2025-05-17 17:27:09,0
46.0,Bank of America,430000,South Cynthiaburgh,device_24,2025-01-30 18:40:21,0
46.17,Chase,410000,Jonesfurt,device_73,2025-04-08 02:45:41,0
5.38,Chase,420000,Andrewfurt,device_3,2025-04-22 03:30:51,0
145.92,Chase,430000,Jacksonberg,device_88,2025-03-26 03:35:41,0
53.87,Bank of America,410000,Donnahaven,device_10,2025-05-10 05:27:32,0
172.7,Citibank,430000,Daniellefurt,device_13,2025-04-23 17:07:51,0
189.94,Chase,400000,West Ashleyport,device_78,2025-02-19 05:49:15,0
23.82,Citibank,400000,Nguyenbury,device_15,2025-01-24 04:34:33,0
107.11,Bank of America,410000,Crystalton,device_32,2025-03-23 14:44:59,0
63.92,Wells Fargo,410000,Melissaside,device_81,2025-05-13 09:28:46,0
212.16,Bank of America,400000,South Anna,device_70,2025-02-24 05:54:44,0
24.3,Wells Fargo,400000,Kellyhaven,device_26,2025-03-31 06:12:32,0
113.26,Capital One,430000,Lake Marybury,device_21,2025-03-13 08:08:26,0
93.59,Citibank,410000,Sullivanside,device_32,2025-02-22 18:55:27,0
35.0,Wells Fargo,440000,West Chad,device_3,2025-01-27 14:40:07,1
14.69,Wells Fargo,400000,Tinaton,device_66,2025-04-15 19:16:37,0
105.45,Citibank,410000,Port Kennethborough,device_1,2025-04-23 08:22:24,0
134.17,Bank of America,410000,Kimberlyland,device_55,2025-03-17 09:06:49,0
37.93,Wells Fargo,420000,West Alexandriatown,device_29,2025-03-26 13:49:52,0
103.52,Citibank,400000,South Laura,device_63,2025-01-12 21:35:51,0
50.27,Bank of America,410000,Brownhaven,device_14,2025-04-07 17:41:42,0
124.9,Wells Fargo,420000,Timothystad,device_10,2025-01-28 14:44:22,0
22.22,Bank of America,420000,Davidshire,device_11,2025-04-25 05:23:49,0
220.92,Capital One,410000,North Amymouth,device_23,2025-03-19 07:32:47,0
33.88,Wells Fargo,440000,Cervantesland,device_24,2025-03-29 11:10:08,0
45.85,Chase,420000,North Melodyhaven,device_80,2025-02-25 08:12:51,0
5.98,Wells Fargo,400000,Lake Kayla,device_35,2025-05-20 22:52:30,0
11.82,Wells Fargo,420000,Jeffreytown,device_92,2025-01-27 14:44:52,0
72.54,Bank of America,410000,East Stephanie,device_100,2025-04-09 15:09:01,0
31.14,Wells Fargo,410000,Kirkport,device_50,2025-04-18 15:07:45,0
180.47,Citibank,400000,North Sheri,device_15,2025-01-15 00:30:05,0
1.48,Wells Fargo,410000,West Micheal,device_12,2025-03-17 03:12:40,0
47.66,Chase,410000,Castroland,device_99,2025-02-09 15:40:40,0
41.15,Wells Fargo,430000,Burnsmouth,device_55,2025-03-20 03:09:14,0
1.95,Citibank,440000,Baldwinland,device_82,2025-01-21 03:25:10,0
13.28,Chase,430000,Lake Katrinaport,device_54,2025-04-07 13:38:42,0
53.38,Capital One,440000,East Erin,device_64,2025-03-28 07:01:30,0
67.9,Chase,430000,Nicoleshire,device_11,2025-01-31 09:38:28,0
51.8,Citibank,440000,Port Tylermouth,device_74,2025-04-03 17:45:41,0
75.7,Chase,400000,Ashleyport,device_31,2025-05-22 09:00:11,0
90.42,Chase,400000,Nelsonbury,device_47,2025-04-02 14:03:59,0
1.0,Chase,400000,South Lindsay,device_8,2025-03-25 17:52:29,0
62.38,Wells Fargo,410000,Onealton,device_38,2025-03-09 02:42:23,0
331.04,Capital One,430000,Millerberg,device_32,2025-04-13 02:17:52,0
73.2,Chase,400000,Lake Tiffany,device_96,2025-02-25 00:34:28,0
113.18,Chase,430000,Paultown,device_94,2025-01-08 14:41:16,1
37.38,Wells Fargo,400000,Kimberlyburgh,device_90,2025-01-25 20:35:28,0
148.72,Capital One,400000,Nicolefort,device_62,2025-04-20 23:29:29,0
148.25,Chase,400000,Kaylaview,device_19,2025-03-28 16:48:04,0
73.67,Bank of America,410000,East Richard,device_10,2025-04-04 02:12:59,1
373.03,Citibank,410000,South Peterton,device_98,2025-01-28 20:45:22,0
13.42,Chase,440000,Stephanieborough,device_90,2025-03-07 14:20:29,0
1.71,Citibank,430000,Jacobtown,device_93,2025-04-02 22:51:25,0
147.04,Bank of America,420000,Lake Megan,device_15,2025-04-15 13:41:03,0
164.59,Bank of America,440000,Davistown,device_97,2025-03-30 03:01:43,0
12.81,Chase,400000,North Jake,device_51,2025-02-03 04:15:31,0
30.87,Citibank,440000,Phillipsview,device_92,2025-04-17 20:58:17,0
1.77,Capital One,440000,Kathrynburgh,device_40,2025-02-26 10:11:15,0
34.72,Citibank,410000,Knightland,device_35,2025-02-20 19:18:16,0
148.34,Capital One,430000,North Kimberly,device_17,2025-03-07 00:59:33,0
72.97,Citibank,440000,Amyport,device_8,2025-04-18 17:20:36,0
42.79,Chase,440000,West Natalieburgh,device_78,2025-05-22 12:55:14,0
46.48,Citibank,430000,West Christina,device_41,2025-04-13 00:23:15,0
0.14,Citibank,430000,Susanbury,device_22,2025-05-12 06:19:45,0
35.64,Wells Fargo,430000,South Ericstad,device_25,2025-04-20 08:45:21,0
103.98,Bank of America,400000,Port Stephanie,device_47,2025-05-13 17:59:49,0
365.72,Wells Fargo,400000,South Justinberg,device_31,2025-01-18 04:21:45,0
187.77,Capital One,400000,Deniseborough,device_9,2025-01-08 12:46:09,0
2.39,Bank of America,420000,South Joshua,device_25,2025-02-21 05:03:54,0
228.83,Bank of America,410000,New Madison,device_35,2025-03-08 00:18:28,0
152.88,Capital One,440000,North Valerie,device_6,2025-03-23 07:51:21,0
151.58,Citibank,400000,Jonathanfort,device_7,2025-02-25 16:14:06,0
61.25,Wells Fargo,400000,Lorimouth,device_46,2025-05-07 02:29:39,0
50.75,Citibank,440000,Lake Michellemouth,device_25,2025-02-02 18:20:29,0
36.08,Citibank,420000,Larsonfurt,device_17,2025-05-01 06:54:35,0
6.8,Bank of America,420000,West Joshua,device_53,2025-05-22 08:27:25,0
25.91,Capital One,400000,East Brianaborough,device_65,2025-03-13 21:38:18,0
28.32,Chase,400000,Thompsontown,device_76,2025-05-14 05:23:38,0
66.18,Citibank,440000,New Maryview,device_5,2025-01-03 16:48:57,0
137.61,Chase,430000,Markside,device_11,2025-02-13 05:20:46,0
64.21,Bank of America,410000,West Jessica,device_28,2025-05-07 07:38:12,0
5.96,Chase,410000,New William,device_65,2025-04-16 23:23:02,0
316.51,Capital One,440000,Lake Joshuaburgh,device_99,2025-02-23 22:18:59,0
285.99,Chase,420000,West Jamesberg,device_38,2025-05-01 06:52:52,0
153.8,Citibank,400000,Port Dustin,device_92,2025-01-27 07:28:42,0
474.76,Citibank,410000,North Douglashaven,device_27,2025-03-21 16:05:40,0
78.63,Capital One,400000,North Kimberly,device_20,2025-03-08 01:50:03,0
329.06,Citibank,400000,Denniston,device_2,2025-03-25 06:16:23,0
7.86,Wells Fargo,440000,South Stephen,device_12,2025-02-23 20:01:41,0
45.52,Citibank,420000,South Samanthamouth,device_22,2025-03-01 20:57:08,0
25.54,Chase,400000,North Aaron,device_36,2025-01-28 14:09:25,0
21.79,Wells Fargo,400000,Sheppardshire,device_10,2025-01-31 22:29:17,0
15.18,Citibank,420000,Richardmouth,device_61,2025-04-20 17:10:50,0
97.4,Citibank,410000,Lake Russellshire,device_16,2025-02-01 16:18:37,0
152.02,Citibank,400000,New Joshua,device_47,2025-05-16 10:55:58,0
86.35,Citibank,430000,Hallberg,device_80,2025-05-12 06:00:37,0
15.9,Chase,430000,Mckinneyland,device_47,2025-02-09 23:23:06,0
166.67,Capital One,420000,West Jane,device_48,2025-01-12 09:27:07,0
101.05,Citibank,440000,Millershire,device_58,2025-01-04 05:08:02,0
49.13,Bank of America,440000,Spencerstad,device_83,2025-01-23 01:27:09,0
112.13,Chase,440000,Cindyport,device_2,2025-01-11 17:24:03,0
30.1,Bank of America,420000,Jamesfort,device_49,2025-03-21 00:56:21,0
42.34,Citibank,400000,South Coryside,device_29,2025-02-09 01:44:12,0
249.48,Citibank,400000,Port Mitchellshire,device_45,2025-04-05 01:24:24,0
34.32,Capital One,430000,Davisfort,device_14,2025-04-22 11:30:56,0
63.49,Bank of America,430000,North Betty,device_99,2025-03-29 07:19:18,0
220.86,Citibank,420000,Woodhaven,device_9,2025-02-07 21:59:14,0
123.0,Capital One,430000,Raymondstad,device_28,2025-02-12 17:03:53,0
6.42,Citibank,400000,Alvaradoton,device_36,2025-04-23 07:59:10,0
15.94,Capital One,410000,Port Lauraland,device_61,2025-03-06 07:12:58,0
0.79,Chase,420000,East Jamesville,device_73,2025-03-17 22:17:25,1
99.67,Citibank,400000,Brendachester,device_47,2025-04-05 01:47:13,0
59.36,Citibank,410000,East Donnatown,device_7,2025-01-16 13:30:38,0
14.42,Bank of America,430000,Jamesview,device_35,2025-03-30 23:42:31,0
316.85,Chase,400000,Randyland,device_19,2025-01-16 02:32:29,0
75.43,Citibank,400000,Port Courtneytown,device_39,2025-03-29 09:38:06,0
27.69,Citibank,430000,Lopezfort,device_68,2025-01-28 18:13:31,0
69.44,Wells Fargo,410000,West Jamesmouth,device_7,2025-05-12 11:57:34,0
113.82,Citibank,420000,Lake Christina,device_97,2025-04-07 15:32:24,0
7.93,Chase,420000,North Phillipland,device_54,2025-03-11 18:24:41,0
32.12,Capital One,410000,Harveyview,device_90,2025-05-14 18:37:08,0
164.49,Capital One,430000,South Heidi,device_2,2025-03-24 04:30:14,0
61.56,Capital One,410000,Nicoleview,device_10,2025-05-22 13:01:34,0
79.09,Capital One,440000,Cooperfurt,device_19,2025-04-27 09:50:22,0
56.71,Wells Fargo,400000,East Sara,device_20,2025-01-01 10:38:33,0
4.49,Chase,430000,New Jennifermouth,device_41,2025-03-04 00:06:48,0
18.12,Citibank,420000,Anthonyside,device_67,2025-04-04 08:56:47,0
58.98,Citibank,410000,New Sandraberg,device_82,2025-02-16 08:25:57,0
23.47,Capital One,400000,Villarrealville,device_5,2025-04-04 22:44:23,0
5.13,Chase,430000,South Terryhaven,device_90,2025-05-23 13:31:08,0
185.57,Chase,440000,East Samanthaburgh,device_49,2025-05-19 12:26:29,0
397.35,Chase,410000,Rogermouth,device_87,2025-04-28 05:37:48,0
157.57,Bank of America,420000,West Audrey,device_47,2025-02-15 02:07:07,1
192.27,Capital One,400000,North Mollyside,device_90,2025-02-23 22:38:59,0
27.7,Citibank,430000,Jenniferland,device_53,2025-05-23 22:17:35,0
323.47,Capital One,430000,West Douglasmouth,device_67,2025-01-23 07:03:27,0
21.93,Wells Fargo,400000,East Ronald,device_23,2025-02-17 14:00:23,0
302.47,Wells Fargo,410000,Larryside,device_71,2025-04-20 23:21:01,0
526.28,Capital One,430000,Jessicafort,device_49,2025-04-14 08:41:24,0
124.38,Citibank,420000,Stephentown,device_90,2025-02-20 08:56:08,0
397.09,Bank of America,400000,Robinsonport,device_14,2025-01-21 20:12:11,0
84.29,Bank of America,440000,Lake Carloshaven,device_53,2025-03-22 03:03:23,0
30.05,Capital One,440000,South Heatherbury,device_13,2025-02-03 15:43:35,0
57.45,Capital One,440000,Lake Ricardoville,device_5,2025-01-22 09:06:48,0
90.03,Citibank,410000,Smithbury,device_29,2025-01-18 09:24:09,0
7.59,Capital One,430000,East Evelyn,device_15,2025-04-11 05:58:04,0
97.38,Citibank,400000,Hillside,device_45,2025-01-13 10:25:26,0
397.27,Citibank,430000,Ericahaven,device_83,2025-05-03 15:58:55,0
21.09,Citibank,400000,Grantchester,device_48,2025-03-05 16:07:00,0
157.31,Capital One,420000,Whitefort,device_35,2025-01-08 21:52:36,0
238.49,Wells Fargo,420000,Brownbury,device_54,2025-04-13 14:50:30,0
287.71,Bank of America,430000,South Meagan,device_2,2025-03-20 01:32:56,1
322.23,Capital One,440000,South Hannah,device_41,2025-03-08 10:27:33,0
73.7,Capital One,430000,Greenbury,device_31,2025-03-24 22:20:07,0
378.57,Citibank,410000,Jonathanview,device_79,2025-04-25 11:45:29,0
141.6,Bank of America,440000,Erinchester,device_55,2025-03-18 05:44:27,0
17.63,Citibank,410000,Brandimouth,device_52,2025-05-14 21:16:16,0
64.8,Capital One,410000,Hernandezmouth,device_56,2025-03-22 14:13:34,0
126.7,Chase,440000,South Cassandraland,device_16,2025-01-18 15:17:30,0
28.41,Citibank,420000,South Joe,device_71,2025-02-02 19:14:48,0
102.34,Wells Fargo,410000,Rioshaven,device_12,2025-04-12 00:51:26,0
109.84,Citibank,400000,Odonnellshire,device_81,2025-01-13 16:12:13,0
17.76,Chase,400000,Lindseyland,device_80,2025-05-13 20:02:20,0
83.26,Bank of America,440000,Domingueztown,device_49,2025-03-26 10:02:12,1
147.68,Citibank,420000,Deborahburgh,device_24,2025-04-16 16:15:55,0
69.09,Chase,420000,New Molly,device_25,2025-03-17 00:05:29,0
1.22,Chase,430000,Williambury,device_99,2025-05-06 15:33:28,0
0.91,Bank of America,420000,East Jillian,device_11,2025-02-17 10:23:17,0
44.17,Bank of America,440000,Port Alison,device_14,2025-02-18 09:37:06,0
260.63,Capital One,400000,Loveshire,device_14,2025-04-02 02:58:53,0
25.96,Wells Fargo,410000,Lake Nicholasberg,device_12,2025-01-24 11:18:15,0
100.61,Wells Fargo,410000,East Rhondabury,device_51,2025-05-13 12:05:16,0
25.11,Bank of America,430000,South Kellyfort,device_10,2025-04-25 12:06:26,0
38.81,Bank of America,410000,Paulchester,device_88,2025-03-31 00:51:08,0
188.42,Wells Fargo,430000,Robinsontown,device_21,2025-04-05 06:25:30,0
130.51,Bank of America,410000,Kennedytown,device_85,2025-03-19 17:18:06,0
10.03,Capital One,400000,Johnsonborough,device_16,2025-01-30 16:14:15,0
55.98,Wells Fargo,430000,Hernandezberg,device_79,2025-03-22 06:43:35,0
2.96,Bank of America,410000,New Donnaside,device_67,2025-01-07 15:01:31,0
65.56,Bank of America,410000,Nataliechester,device_3,2025-01-11 02:21:13,1
108.6,Chase,410000,South Daltonton,device_47,2025-05-09 23:35:06,0
12.61,Chase,400000,East Jenniferland,device_42,2025-01-17 16:16:03,0
34.09,Bank of America,410000,Antonioview,device_35,2025-01-27 18:29:53,0
50.72,Chase,400000,Delacruzville,device_45,2025-01-06 22:33:07,0
251.99,Wells Fargo,430000,New Steven,device_96,2025-03-14 10:57:56,0
499.9,Citibank,440000,Wardfort,device_52,2025-04-30 06:35:22,0
4.6,Wells Fargo,410000,Susanberg,device_26,2025-02-12 06:37:18,0
143.13,Wells Fargo,430000,Katherinebury,device_14,2025-02-08 21:26:36,0
46.48,Capital One,420000,Aprilberg,device_22,2025-04-09 12:51:00,0
49.83,Citibank,430000,Austinview,device_58,2025-05-11 01:22:21,0
140.35,Wells Fargo,420000,Ortizchester,device_80,2025-02-14 13:18:51,0
250.62,Citibank,430000,Marshallberg,device_26,2025-02-19 19:46:32,0
301.45,Wells Fargo,400000,Barnesfurt,device_58,2025-03-10 20:19:21,0
86.07,Bank of America,440000,Penamouth,device_33,2025-01-28 00:44:29,0
44.18,Wells Fargo,440000,Port Diana,device_83,2025-04-15 13:34:17,0
154.9,Capital One,420000,North Shawnview,device_2,2025-04-15 04:28:37,1
28.9,Citibank,410000,Sheilaside,device_46,2025-03-05 07:02:48,0
83.03,Chase,420000,Batesbury,device_48,2025-03-19 09:54:22,0
44.41,Wells Fargo,400000,Mooneyside,device_2,2025-04-28 17:35:14,0
106.89,Bank of America,420000,North Ernestborough,device_28,2025-03-22 05:51:16,0
27.5,Wells Fargo,410000,Johnhaven,device_72,2025-03-12 06:39:09,0
21.27,Wells Fargo,440000,North Michael,device_28,2025-04-02 05:53:03,0
250.4,Bank of America,440000,New George,device_36,2025-02-02 05:21:46,0
10.74,Bank of America,440000,South Corey,device_83,2025-03-19 02:36:22,0
70.51,Citibank,420000,Port Dawn,device_41,2025-04-23 04:24:14,0
24.96,Bank of America,430000,Port Erin,device_1,2025-02-19 00:35:01,1
3.97,Bank of America,430000,Laramouth,device_22,2025-04-15 06:18:14,0
3.67,Capital One,430000,Jonestown,device_31,2025-04-11 11:04:09,0
19.26,Wells Fargo,400000,Timothymouth,device_83,2025-01-24 23:00:17,0
201.57,Capital One,400000,New Angela,device_60,2025-04-30 17:56:25,0
33.2,Citibank,400000,Boothberg,device_69,2025-02-05 15:15:56,0
300.5,Bank of America,420000,East Lisa,device_2,2025-04-06 23:51:11,1
87.14,Wells Fargo,420000,Matthewbury,device_41,2025-03-20 14:26:20,0
57.38,Citibank,400000,Lake William,device_72,2025-02-24 17:58:49,0
86.77,Citibank,440000,South Sandrastad,device_7,2025-03-23 05:36:29,0
72.71,Citibank,430000,Nicholaschester,device_83,2025-03-21 21:06:04,0
142.2,Bank of America,420000,South Julia,device_80,2025-01-19 21:19:26,0
33.2,Chase,400000,Phillipport,device_2,2025-02-05 03:15:38,0
43.55,Wells Fargo,430000,Jorgebury,device_29,2025-01-02 09:51:58,0
224.52,Chase,420000,Lake Elizabethport,device_69,2025-05-14 23:08:21,0
292.73,Bank of America,420000,Gordonfort,device_6,2025-01-25 08:10:31,0
223.08,Wells Fargo,400000,New Tara,device_34,2025-02-06 08:37:01,0
54.38,Capital One,430000,New Dianeberg,device_35,2025-04-25 08:27:28,0
151.58,Chase,440000,Parkerfort,device_59,2025-04-08 16:01:46,0
64.69,Wells Fargo,410000,South Michaelville,device_97,2025-02-04 03:16:58,0
68.82,Citibank,430000,Castillochester,device_86,2025-03-10 06:06:58,0
22.9,Capital One,410000,Danielfort,device_74,2025-02-09 21:21:32,0
89.44,Citibank,420000,New Brittany,device_42,2025-03-26 00:30:02,0
20.6,Citibank,410000,Port Kyle,device_12,2025-03-24 15:32:12,0
40.28,Wells Fargo,400000,Port Ryan,device_46,2025-02-16 18:45:03,0
193.12,Chase,410000,West Michaelport,device_89,2025-03-09 16:41:21,0
23.2,Citibank,400000,Port Markburgh,device_2,2025-01-04 01:33:44,1
7.38,Chase,430000,Dominguezside,device_14,2025-03-02 08:21:19,0
7.15,Capital One,440000,East Daniel,device_66,2025-01-08 06:14:36,0
282.66,Wells Fargo,430000,East Breannaview,device_84,2025-03-25 04:31:35,0
70.71,Capital One,400000,Shortberg,device_17,2025-02-05 12:21:38,0
52.66,Wells Fargo,430000,New Jessicafurt,device_58,2025-05-17 06:57:46,0
166.54,Capital One,410000,Martinbury,device_100,2025-05-04 02:54:33,0
180.68,Bank of America,420000,Caitlinport,device_55,2025-04-09 22:43:01,0
40.38,Wells Fargo,440000,Lake Georgeton,device_83,2025-01-08 06:22:20,0
118.29,Citibank,400000,Matthewfurt,device_96,2025-04-23 13:18:14,0
147.46,Bank of America,430000,Hinestown,device_24,2025-01-30 05:39:58,0
106.32,Citibank,440000,Robertstad,device_58,2025-03-28 10:37:23,0
16.44,Bank of America,440000,Maryburgh,device_11,2025-04-28 04:40:39,0
208.65,Chase,410000,Lake Derek,device_51,2025-03-02 11:54:53,0
77.46,Capital One,420000,North Josephmouth,device_7,2025-04-08 14:10:47,0
33.19,Wells Fargo,400000,East Patrickburgh,device_7,2025-04-18 12:45:51,0
55.38,Citibank,410000,East Nathanview,device_38,2025-01-02 00:41:16,0
3.83,Chase,440000,Ryanland,device_36,2025-01-07 21:10:12,0
13.68,Citibank,440000,Jamieland,device_56,2025-04-14 20:23:01,0
145.05,Bank of America,410000,Lake Ryanfort,device_15,2025-04-23 02:43:02,0
0.0,Bank of America,400000,Lamland,device_74,2025-02-10 23:34:29,0
53.88,Bank of America,440000,East Conniefurt,device_13,2025-04-21 20:04:36,0
73.92,Capital One,430000,North Jessicamouth,device_51,2025-02-21 11:31:51,0
5.62,Chase,420000,West Deborahfurt,device_64,2025-04-07 07:49:12,0
361.48,Chase,420000,New Matthewmouth,device_82,2025-03-19 11:31:27,0
25.63,Capital One,420000,South Rhondafort,device_3,2025-03-19 19:15:08,1
36.27,Capital One,430000,Port Ninaborough,device_95,2025-01-08 08:06:30,0
36.23,Chase,410000,New Andrea,device_41,2025-03-10 03:10:00,0
26.19,Chase,410000,Port Nathanielmouth,device_43,2025-01-04 02:11:08,0
0.15,Chase,400000,Port Patricktown,device_86,2025-03-10 02:30:15,0
130.69,Wells Fargo,400000,North Amyview,device_23,2025-04-08 09:38:10,0
340.66,Bank of America,410000,Cartershire,device_87,2025-02-04 23:57:01,0
25.4,Bank of America,440000,East Wesley,device_46,2025-01-09 02:24:39,0
108.78,Capital One,400000,Kellymouth,device_63,2025-03-11 22:44:10,0
135.44,Citibank,400000,Campbellhaven,device_6,2025-05-01 09:15:20,0
188.67,Capital One,420000,Hendrixton,device_30,2025-03-11 17:30:03,0
54.93,Chase,410000,Kathyland,device_100,2025-02-13 13:20:19,0
36.09,Wells Fargo,420000,Port Connorview,device_58,2025-01-22 01:50:09,0
39.35,Wells Fargo,440000,Matthewhaven,device_33,2025-03-31 15:33:07,0
124.7,Wells Fargo,420000,Lake Annehaven,device_3,2025-01-10 02:06:10,1
169.71,Wells Fargo,440000,South Johnview,device_100,2025-01-21 04:00:25,0
20.04,Capital One,430000,West Natalie,device_15,2025-01-26 14:12:55,0
46.35,Capital One,400000,Scottfort,device_19,2025-03-06 04:15:02,0
232.22,Chase,410000,Garciatown,device_46,2025-04-09 03:48:26,0
164.35,Chase,440000,East Christophermouth,device_95,2025-02-07 14:02:39,0
419.03,Citibank,420000,Brandonton,device_27,2025-01-09 14:52:53,0
140.34,Chase,430000,New Carrieberg,device_82,2025-01-30 17:50:25,0
49.95,Wells Fargo,440000,Justinshire,device_58,2025-01-06 05:58:55,0
89.32,Capital One,410000,West Angelica,device_34,2025-02-17 20:50:25,0
108.18,Wells Fargo,420000,Stacytown,device_51,2025-05-15 14:47:36,0
8.17,Wells Fargo,420000,Markshire,device_25,2025-03-15 11:41:00,1
78.64,Wells Fargo,440000,New Priscillaview,device_16,2025-03-24 14:40:45,0
123.55,Citibank,440000,South Brittany,device_45,2025-04-08 01:40:06,0
18.31,Bank of America,430000,Lake Susan,device_88,2025-03-13 18:26:41,0
151.7,Chase,440000,Nicolebury,device_38,2025-05-11 21:56:34,0
87.65,Chase,420000,Port Jenniferchester,device_63,2025-04-25 11:09:36,0
304.12,Wells Fargo,400000,Bridgesmouth,device_3,2025-03-03 17:09:11,1
4.33,Bank of America,400000,Juarezchester,device_63,2025-03-01 05:13:43,0
30.83,Citibank,420000,West Zacharychester,device_85,2025-05-07 00:40:21,0
92.02,Bank of America,420000,Larrymouth,device_18,2025-02-18 04:49:05,0
35.18,Wells Fargo,440000,Randolphville,device_86,2025-04-01 23:57:53,0
125.32,Capital One,410000,Elliottport,device_12,2025-01-09 20:47:39,0
142.3,Chase,410000,Mclaughlinhaven,device_56,2025-04-11 15:21:59,0
10.82,Bank of America,420000,West Robertborough,device_29,2025-02-08 21:35:11,1
72.12,Chase,430000,Huntmouth,device_55,2025-01-24 02:59:57,0
71.11,Bank of America,420000,Jodibury,device_39,2025-03-03 18:16:28,0
